term_str,syu_sentiment
melodramatic,-0.25
melodramatically,-0.25
meltdown,-0.75
memento,0.25
memorable,0.5
menace,-0.75
menaced,-0.8
menacing,-0.5
menacingly,-0.8
mendacious,-0.8
mendacity,-0.8
mending,0.25
menial,-0.5
mentor,0.8
mercenary,-0.25
merciful,0.5
mercifully,0.6
merciless,-0.5
mercilessly,-1.0
mercy,1.0
merit,0.75
meritorious,0.5
merrily,1.0
merriment,0.5
merriness,1.0
merry,1.0
mesmerize,0.4
mesmerized,0.25
mesmerizes,0.4
mesmerizing,0.6
mesmerizingly,0.6
mess,-0.75
messed,-0.5
messes,-0.8
messiah,1.0
messy,-0.5
metaphorical,0.25
metastasis,-0.6
methodical,-0.25
meticulous,0.25
meticulously,0.25
mettle,-0.8
midget,-0.25
midwesterner,0.25
mighty,0.75
mildew,-1.0
militancy,-0.8
mimicry,-0.6
mincing,-0.25
mindblowing,-0.25
mindfuck,-1.0
mindfucker,-1.0
mindful,1.0
mindfulness,1.0
mindless,-0.5
mindlessly,-1.0
minimize,-0.25
minority,-0.25
miracle,0.75
miracles,0.8
miraculous,0.5
miraculously,1.0
miraculousness,1.0
mirage,-0.25
mire,-0.5
mirth,0.5
mirthful,0.5
mirthfully,1.0
misalign,-1.0
misaligned,-1.0
misaligns,-1.0
misapprehend,-1.0
misbecome,-0.25
misbecoming,-0.25
misbegotten,-1.0
misbehave,-0.5
misbehaved,-1.0
misbehaves,-1.0
misbehaving,-1.0
misbehavior,-0.5
miscalculate,-0.8
miscalculated,-0.8
miscalculation,-0.8
miscarriage,-0.5
miscarriages,-0.8
mischief,-0.75
mischiefs,-0.8
mischievous,-0.5
mischievously,-0.8
misconception,-0.75
misconceptions,-0.8
misconduct,-1.0
miscreant,-1.0
miscreants,-1.0
misdirected,-0.8
misdirection,-0.8
miser,-1.0
miserable,-1.0
miserableness,-1.0
miserably,-0.5
miseries,-0.5
miserly,-1.0
misery,-0.75
misfit,-0.8
misfortune,-0.75
misfortunes,-1.0
misgiving,-0.5
misgivings,-1.0
misguidance,-1.0
misguide,-1.0
misguided,-0.75
mishandle,-0.8
mishap,-0.5
misinform,-1.0
misinformation,-0.5
misinformed,-0.5
misinterpret,-0.5
misinterpretation,-0.8
misinterpreted,-0.8
misjudge,-0.8
misjudgment,-0.8
mislaid,-0.8
mislead,-0.5
misleading,-1.0
misleadingly,-1.0
misled,-1.0
mismanage,-1.0
mismanagement,-1.0
mismatch,-0.8
misnomer,-0.8
misogynist,-1.0
misplace,-0.8
misplaced,-0.5
mispronounce,-0.25
mispronounced,-0.25
mispronounces,-0.25
misread,-0.75
misreading,-0.5
misreporting,-0.8
misrepresent,-0.5
misrepresentation,-0.75
misrepresented,-0.8
missed,-0.5
missing,-0.5
misstatement,-0.5
mist,-0.25
mistake,-0.75
mistaken,-1.0
mistakenly,-0.8
mistakes,-0.5
mistaking,-0.8
mistreated,-1.0
mistress,-0.5
mistrust,-0.5
mistrustful,-0.8
mistrustfully,-0.8
misunderstand,-0.75
misunderstanding,-0.75
misunderstandings,-0.8
misunderstands,-0.8
misunderstood,-0.75
misuse,-0.5
misused,-0.8
mite,-0.25
mites,-0.25
moan,-0.75
moaned,-0.25
moaning,-0.25
moans,-0.6
mob,-0.8
mobster,-1.0
mock,-0.75
mocked,-0.5
mockeries,-1.0
mockery,-0.5
mocking,-0.75
mockingly,-0.6
mocks,-0.5
model,0.4
moderate,0.4
moderator,0.4
modern,0.6
modest,0.75
modesty,0.5
moisture,-0.25
mole,-0.4
moles,-0.4
molest,-0.8
molestation,-0.75
mollified,0.4
molotov,-0.25
momentous,0.6
momentum,0.1
monetary,0.4
money,0.6
monopolist,-0.25
monopolize,-0.6
monopolized,-0.6
monopolizes,-0.6
monopolizing,-0.6
monotone,-0.6
monotonous,-0.8
monotony,-0.8
monsoon,-0.25
monster,-0.5
monstrosities,-1.0
monstrosity,-0.5
monstrous,-0.5
monstrously,-1.0
monument,0.6
monumental,0.8
monumentally,0.8
monuments,0.6
moody,-0.75
moot,-0.25
mope,-0.5
mopey,-1.0
moping,-1.0
moral,0.1
morality,0.5
morals,0.8
morbid,-0.5
morbidity,-1.0
morbidly,-1.0
mordant,-0.6
mordantly,-0.6
morgue,-0.8
moribund,-0.5
moron,-0.75
moronic,-0.5
morons,-0.5
morphed,-0.4
mortal,-0.25
mortality,-0.5
mortals,-0.25
mortar,-0.4
mortars,-0.4
mortgage,-0.4
mortgaged,-0.4
mortician,-0.6
mortification,-0.75
mortified,-1.0
mortify,-1.0
mortifying,-1.0
mortuary,-0.8
mosquito,-0.25
motherfucker,-1.0
motherfucking,-1.0
motherhood,0.6
motherly,0.8
motionless,-0.4
motivate,0.8
motivated,0.5
motivating,1.0
motivation,0.8
motivators,0.8
motley,-0.25
mottled,-0.4
mountaintops,0.6
mourn,-1.0
mourned,-0.8
mourner,-1.0
mournful,-1.0
mournfully,-1.0
mourning,-0.5
mourns,-1.0
muck,-0.5
mud,-0.25
muddle,-0.25
muddled,-0.25
muddy,-0.25
mudslinger,-0.8
mudslinging,-0.8
mulish,-0.8
multiplying,-0.25
multipurpose,0.6
mumble,-0.6
mumps,-0.8
mundane,-1.0
mural,0.1
murder,-0.75
murdered,-1.0
murderer,-1.0
murderess,-1.0
murdering,-1.0
murderous,-1.0
murderously,-1.0
murders,-1.0
murky,-0.75
murmur,-0.25
muscular,0.6
mushy,-0.25
music,0.6
musical,0.6
musty,-0.5
mutant,-0.25
mutilated,-1.0
mutilation,-1.0
mutiny,-1.0
mutter,-0.5
mutual,0.6
muzzle,-0.5
myopia,-0.6
mysterious,-0.4
mysteriously,-0.5
mystery,-0.4
mystify,-0.25
myth,-0.25
naive,-0.25
nab,-0.6
nadir,-0.25
nag,-0.75
nagging,-1.0
naive,-0.75
naively,-0.5
nameless,-0.25
nap,0.1
narcotic,-0.8
nastiest,-1.0
nastily,-1.0
nastiness,-1.0
nasty,-1.0
natural,0.6
naturalist,0.6
naughty,-0.5
nausea,-0.5
nauseate,-1.0
nauseated,-1.0
nauseates,-1.0
nauseating,-0.5
nauseatingly,-1.0
nauseous,-1.0
navigable,0.75
neat,0.8
neatest,0.8
neatly,0.5
nectar,0.6
needless,-0.6
needlessly,-0.6
needy,-1.0
nefarious,-0.5
nefariously,-1.0
negate,-0.8
negation,-0.25
negative,-0.75
negatives,-0.8
negativity,-0.5
neglect,-0.75
neglected,-0.75
neglecting,-0.25
neglects,-0.8
negligence,-0.5
negligent,-0.75
negligently,-1.0
negotiate,-0.4
negotiator,-0.4
neighbor,0.4
nemesis,-1.0
nepotism,-0.5
nerve,-0.4
nerves,-0.4
nervous,-0.75
nervously,-0.5
nervousness,-0.5
nervy,-0.4
nested,0.4
nestle,0.6
nettlesome,-0.4
neurosis,-0.8
neurotic,-0.5
neurotically,-0.8
new,0.8
newswoman,0.25
nibbles,-0.25
nibbling,-0.25
nice,0.5
nicely,1.0
nicer,1.0
nicest,1.0
nicotine,-0.25
nifty,0.5
nigger,-0.75
niggle,-0.25
niggles,-0.25
nightmare,-0.75
nightmares,-1.0
nightmarish,-1.0
nightmarishly,-0.25
nightsticks,-0.6
nihilism,-0.8
nimble,0.4
nipples,-0.25
nirvana,0.8
nitpick,-1.0
nitpicking,-1.0
nobel,1.0
nobility,0.1
noble,0.75
nobleman,0.6
nobly,1.0
noisy,-0.75
nomination,0.6
nonbelievers,-0.6
noncompliance,-0.8
nonexistent,-0.6
nonresponsive,-0.8
nonsense,-0.75
nonsensical,-0.8
nonviolence,0.8
nonviolent,0.8
noose,-0.5
normalcy,0.6
normality,0.6
nosey,-0.25
nostalgic,0.4
nosy,-0.25
notable,0.6
notables,0.6
notably,0.6
noted,0.6
noteworthy,0.8
nothingness,-0.25
notoriety,0.25
notorious,-0.75
notoriously,-0.4
nourish,0.8
nourishing,0.8
nourishment,0.25
novel,0.1
novelty,0.5
novice,-0.25
noxious,-0.75
nuclear,-0.4
nuisance,-0.5
nullify,-0.6
numb,-0.75
numbed,-0.6
numbly,-0.25
numbness,-0.6
nurse,-0.25
nursed,0.25
nursery,0.6
nurture,0.8
nurturing,0.5
nutcase,-1.0
nuthouse,-1.0
nutritious,1.0
nuts,-0.25
nuzzled,0.4
nuzzling,0.25
nymphs,0.4
oaf,-1.0
oasis,0.5
oath,0.4
obedience,0.25
obese,-0.75
obesity,-0.6
obit,-0.25
obituary,-0.6
objection,-0.25
objectionable,-0.5
objections,-0.6
objective,0.4
obligated,-0.4
oblige,-0.1
obliging,-0.25
oblique,-0.4
obliterate,-0.75
obliterated,-0.75
obliteration,-1.0
oblivion,-0.8
oblivious,-0.6
obnoxious,-0.75
obnoxiously,-1.0
obscene,-1.0
obscenely,-1.0
obscenity,-0.5
obscure,-0.6
obscured,-0.6
obscures,-0.6
obscurity,-0.5
observant,0.6
observatories,0.4
obsess,-0.4
obsessed,-0.4
obsessing,-0.6
obsession,-0.4
obsessions,-0.4
obsessive,-0.5
obsessively,-0.6
obsessiveness,-0.6
obsolete,-0.5
obstacle,-0.75
obstacles,-0.8
obstinate,-0.75
obstinately,-0.8
obstruct,-0.5
obstructed,-0.8
obstructing,-0.8
obstruction,-0.5
obstructive,-0.25
obstructs,-0.8
obtainable,0.5
obtained,0.8
obtaining,0.8
obtrusive,-1.0
obtuse,-0.5
occlude,-0.6
occluded,-0.6
occludes,-0.6
occluding,-0.6
occult,-0.8
occupation,0.1
occupy,0.25
odd,-0.25
odder,-0.6
oddest,-0.5
oddities,-0.6
oddity,-0.5
oddly,-0.6
odious,-1.0
offence,-0.8
offend,-0.75
offended,-0.75
offender,-0.75
offending,-0.5
offends,-0.5
offense,-0.5
offenses,-0.8
offensive,-0.5
offensively,-1.0
offensiveness,-1.0
offer,0.1
offhand,-0.25
officious,-0.4
offset,-0.25
ogre,-0.8
oiled,-0.25
oligarchy,-0.25
omelets,0.4
omen,-0.8
ominous,-0.5
ominously,-1.0
ominousness,-1.0
omission,-0.6
omit,-0.25
omniscient,-0.25
onerous,-0.5
onerously,-1.0
onesided,-0.25
onslaught,-1.0
onus,-0.25
ooze,-0.25
openly,0.6
openness,0.5
opiate,-0.8
opinionated,-0.5
opium,-0.8
opponent,-0.5
opportune,1.0
opportunistic,-0.4
opportunities,1.0
opportunity,0.5
oppose,-0.5
opposed,-0.8
opposition,-0.5
oppositions,-1.0
oppress,-0.5
oppressed,-1.0
oppression,-0.5
oppressive,-0.75
oppressively,-1.0
oppressiveness,-1.0
oppressor,-1.0
oppressors,-1.0
optimal,1.0
optimism,1.0
optimist,0.5
optimistic,0.5
option,0.4
optional,0.25
optionless,-0.8
opulent,0.8
oracle,0.4
oration,0.4
ordained,0.6
ordeal,-0.5
orderly,0.5
ordination,0.6
ordnance,-0.25
organic,0.4
organics,0.4
organization,0.4
organize,0.4
organized,0.6
orgasm,0.5
originality,0.5
ornamented,0.6
ornate,0.8
orneriness,-0.25
orphan,-0.5
orphanage,-1.0
orphans,-1.0
ostensibly,-0.25
ostracize,-1.0
ostracized,-1.0
ouch,-1.0
oust,-0.8
outbreak,-0.8
outburst,-0.4
outbursts,-0.4
outcast,-0.75
outcome,-0.25
outcry,-0.75
outdated,-1.0
outdid,-0.4
outdo,0.5
outdone,-0.4
outlandish,-0.5
outlaw,-0.5
outlive,-0.25
outmaneuvered,-0.4
outmoded,-0.8
outpace,-0.25
outperform,-0.4
outperformed,-0.4
outperforming,-0.25
outperforms,-0.4
outplayed,-0.25
outrage,-1.0
outraged,-0.75
outrageous,-0.8
outrageously,-0.8
outrageousness,-0.8
outrages,-1.0
outreach,-0.25
outshine,0.4
outsider,-0.6
outsmart,0.4
outstanding,0.75
outstandingly,1.0
outstrip,-0.4
ovation,0.6
overact,-0.25
overacted,-0.25
overawe,-0.25
overbalance,-0.25
overbalanced,-0.25
overbearing,-0.5
overbearingly,-0.25
overblown,-0.25
overburden,-1.0
overcast,-0.6
overcome,0.1
overcoming,0.6
overdo,-0.5
overdone,-0.5
overdose,-0.5
overdue,-0.5
overemphasize,-0.25
overestimated,-0.25
overflow,-0.25
overgrown,-1.0
overheating,-1.0
overinflated,-1.0
overjoyed,0.75
overkill,-0.25
overload,-0.5
overloaded,-0.25
overlook,-0.25
overlooked,-0.25
overpaid,-0.25
overplay,-0.25
overpower,-0.5
overpowered,-0.8
overpowering,-0.8
overpriced,-0.5
overrated,-0.25
overreach,-0.25
overreact,-1.0
overreacted,-1.0
overreaction,-1.0
overreacts,-1.0
overrides,-0.4
overrun,-0.5
oversell,-0.4
overselling,-0.6
oversells,-0.6
overshadow,-0.25
oversight,-0.5
oversights,-0.25
oversimplification,-0.5
oversimplified,-0.5
oversimplifies,-1.0
oversimplify,-0.5
oversize,-0.25
overstate,-0.25
overstated,-0.25
overstatement,-0.5
overstatements,-0.5
overstates,-0.25
overtake,0.25
overtaken,-0.8
overtakes,-0.8
overtaking,-0.8
overtaxed,-0.25
overthink,-1.0
overthrow,-0.5
overthrows,-0.25
overtook,-0.8
overturn,-0.5
overturned,-0.25
overweight,-0.5
overwhelm,-0.75
overwhelmed,-0.5
overwhelming,-0.6
overwhelmingly,-0.25
overwhelms,-0.25
overworked,-1.0
overzealous,-0.25
overzealously,-0.25
owing,-0.25
ownership,0.6
paean,0.25
pagans,-0.4
pain,-0.75
pained,-1.0
painful,-0.5
painfull,-1.0
painfully,-0.5
painkillers,-0.4
painless,1.0
painlessly,1.0
pains,-0.75
palatable,0.8
palatial,0.8
pale,-0.6
paler,-0.6
pales,-0.6
pallbearers,-0.6
palliative,-0.1
palpate,-0.25
palsy,-0.8
paltry,-0.8
pamper,0.8
pampered,0.6
pampers,0.6
panacea,0.8
pandemic,-1.0
pandemonium,-0.8
pander,-0.8
pandering,-0.8
panders,-0.8
pang,-0.5
panic,-0.8
panicked,-0.75
panicking,-0.5
panicky,-1.0
panics,-1.0
panoramic,0.4
paperwork,-0.25
paradise,0.5
paradox,-0.4
paradoxical,-0.25
paradoxically,-0.25
paragon,0.4
paralize,-0.8
paralysis,-0.5
paralyzed,-0.75
paramount,0.25
paranoia,-0.75
paranoid,-0.5
parasite,-0.5
pardoned,0.8
pardoning,0.8
pardons,0.8
pariah,-0.5
parley,-0.1
parody,-0.25
parsimonious,-0.6
partiality,-0.25
participation,0.6
partisan,-0.5
partner,0.8
partnerless,-0.8
partnership,0.8
partying,0.8
passe,-0.5
passion,0.5
passionate,0.75
passionately,1.0
passions,1.0
passive,-0.75
passively,-0.6
passiveness,-0.6
passivity,-0.25
pasting,-0.25
pastry,0.1
pasture,0.1
patent,0.25
pathetic,-0.75
pathetically,-0.5
patience,0.5
patient,0.5
patiently,1.0
patriarchal,-0.25
patriot,0.6
patriotic,0.6
patriotism,0.25
patron,0.1
patronage,0.5
patronize,-0.4
patronizing,-0.5
patter,-0.25
paucity,-0.5
pauper,-0.5
paupers,-0.8
pawn,-0.4
pay,-0.1
payback,-0.5
payment,-0.1
peace,0.75
peaceable,0.5
peaceful,0.75
peacefully,0.5
peacekeepers,0.8
peach,0.4
peaks,0.1
peals,-0.25
pecking,-0.25
peculiar,-0.25
peculiarities,-0.4
peculiarity,-0.4
peculiarly,-0.25
pedantic,-0.4
pedigree,0.6
pedophilia,-1.0
peeing,-0.6
peel,-0.25
peeling,-0.4
peerless,0.5
peeve,-1.0
peeved,-0.5
peevish,-1.0
peevishly,-1.0
pelleting,-0.6
pelt,-0.6
penal,-0.6
penalize,-1.0
penalty,-0.75
penchant,0.5
penetration,-0.4
penitentiary,-0.8
penniless,-1.0
pensive,-0.25
pentagram,-0.25
peppy,1.0
perceptible,0.4
perception,-0.25
perdition,-1.0
perennial,0.4
perfect,0.75
perfected,1.0
perfection,0.5
perfectly,0.5
perfects,0.8
perfidious,-1.0
perfidy,-1.0
performance,0.4
performer,0.4
perfunctorily,-0.25
perfunctory,-0.4
peril,-1.0
perilous,-0.5
perilously,-0.5
perish,-0.5
perishable,-0.6
perished,-1.0
perishing,-1.0
perjury,-0.5
perk,1.0
perked,0.6
permanent,-0.25
permanently,-0.25
permissible,0.8
permission,0.8
permitting,0.8
pernicious,-0.5
perpetrator,-0.5
perpetrators,-0.8
perpetual,-0.4
perpetuation,-0.4
perpetuity,-0.4
perplex,-0.8
perplexed,-1.0
perplexing,-0.8
perplexity,-0.5
persecute,-0.75
persecuted,-1.0
persecutes,-1.0
persecuting,-1.0
persecution,-0.5
perseverance,1.0
persevere,1.0
persistence,0.4
persistent,0.4
personable,1.0
personalized,0.8
pertinacious,-0.25
pertinaciously,-0.25
pertinacity,-0.25
pertinent,0.4
perturb,-1.0
perturbation,-1.0
perturbed,-0.75
pervasive,-0.4
perverse,-0.5
perversely,-1.0
perversion,-0.75
perversity,-1.0
pervert,-0.5
perverted,-0.75
perverts,-1.0
pesky,-1.0
pessimism,-0.75
pessimist,-1.0
pessimistic,-0.5
pessimistically,-1.0
pest,-0.5
pesticides,-0.8
pestilence,-1.0
pestilent,-1.0
petite,0.6
petrified,-0.5
petrify,-0.6
petted,0.4
pettifog,-0.25
petty,-0.5
petulant,-1.0
phantom,-0.5
pharmaceutical,-0.4
phenomenal,1.0
phenomenally,1.0
philandering,-0.4
philanthropist,1.0
philanthropy,1.0
philosopher,0.4
philosophies,0.4
phlegm,-0.8
phobia,-0.5
phobic,-0.5
phony,-0.75
physician,-0.25
physique,0.4
picketed,-0.25
picketing,-0.5
pickets,-0.25
picky,-0.6
picnic,0.6
picturesque,0.75
piercing,-0.25
piety,0.5
pig,-0.5
pill,-0.25
pillage,-0.5
pillow,0.4
pimp,-0.6
pimple,-0.25
pining,-0.25
pinnacle,0.75
pinprick,-0.8
pioneer,0.25
pique,-0.75
piracy,-1.0
pirate,-0.1
piss,-0.6
pissed,-1.0
pisses,-0.8
pissing,-0.6
pissy,-1.0
pistol,-0.4
pitbulls,-0.25
piteous,-0.8
pitfall,-0.8
pitiable,-0.8
pitied,-0.5
pitiful,-1.0
pitifully,-1.0
pitiless,-0.5
pitilessly,-1.0
pittance,-0.6
pity,-0.5
plagiarism,-1.0
plagiarize,-1.0
plague,-0.5
plagues,-1.0
plaintiff,-0.25
plaintively,-0.8
planning,0.25
plausible,0.8
player,-0.1
playful,1.0
playfully,0.5
playground,0.5
plaything,-0.25
plea,-0.5
plead,-0.4
pleaded,-0.4
pleading,-0.4
pleas,-0.4
pleasant,1.0
pleasantly,0.8
please,1.0
pleased,0.75
pleases,1.0
pleasing,1.0
pleasingly,1.0
pleasurable,0.5
pleasurably,1.0
pleasure,0.5
pleasures,1.0
plebeian,-0.6
pledge,0.25
plenary,-0.25
plentiful,0.5
plight,-0.75
plodding,-0.25
ploy,-0.5
plum,0.4
plummet,-0.8
plummeted,-0.8
plunder,-0.5
plunderer,-1.0
plunge,-0.4
pluses,0.25
plush,0.5
plusses,0.25
ply,-0.25
pneumonia,-1.0
poaching,-1.0
poetic,0.6
poignant,0.6
pointedly,-0.25
pointless,-0.75
pointlessly,-1.0
pointlessness,-1.0
poise,0.8
poised,-0.1
poison,-0.75
poisoned,-0.75
poisoning,-0.5
poisonous,-0.5
poisonously,-1.0
poisons,-1.0
polarisation,-0.4
polemic,-0.25
police,-0.25
polio,-1.0
polished,0.5
polite,0.5
politely,1.0
politeness,0.5
politic,0.4
pollinating,0.6
pollute,-0.75
polluted,-1.0
polluter,-0.5
polluters,-0.5
pollutes,-1.0
pollution,0.5
polygamy,-0.25
pompous,-0.5
ponder,0.4
pondered,0.4
ponderous,0.4
pooling,-0.25
poor,-0.5
poorer,-0.5
poorest,-0.5
poorly,-0.75
popular,0.5
popularity,0.6
popularized,0.6
pored,0.25
porn,-0.6
porno,-0.6
pornographic,-0.8
pornography,-0.5
portable,0.25
posed,-0.25
posh,0.6
positive,0.75
positively,0.75
positives,0.8
possessed,-0.6
possessive,-1.0
possessiveness,-1.0
posthumous,-0.25
postpone,-0.5
postponed,-0.4
postponement,-0.25
postpones,-0.4
postponing,-0.4
posturing,-0.4
potable,1.0
potency,0.25
pothole,-0.8
potholed,-0.8
pounding,-0.4
pout,-0.25
pouted,-1.0
poverty,-0.75
powerful,0.75
powerfully,0.25
powerless,-1.0
practical,1.0
practice,0.4
practiced,1.0
pragmatic,0.8
praise,0.75
praised,0.25
praises,1.0
praiseworthy,0.5
praising,0.5
prank,-0.25
prankster,-0.25
prate,-0.25
pratfall,-0.25
prattle,-0.25
pray,0.1
praying,0.1
prays,0.1
precarious,-0.75
precariously,-0.5
precaution,-0.4
precious,0.5
precipitate,-0.25
precipitated,-0.25
precipitation,-0.25
precipitous,-0.5
precise,0.5
precisely,0.8
precision,0.8
preconceived,-0.6
predatory,-0.5
predicament,-0.5
predictability,0.25
predictably,-0.25
predictions,-0.25
predilection,0.25
predominant,0.1
preeminent,0.5
preempted,-0.25
preemptive,-0.25
prefer,0.1
preferable,1.0
preferably,0.8
preferred,0.8
preferring,0.25
prefers,0.1
prejudge,-0.8
prejudice,-0.5
prejudiced,-1.0
prejudices,-1.0
prejudicial,-0.5
premeditated,-0.75
premeditation,-0.4
premier,0.5
premiere,0.6
premise,0.25
premises,0.25
preoccupies,-0.25
preoccupy,-0.25
preordained,0.25
prepare,0.1
prepared,0.5
preposterous,-0.6
preposterously,-0.6
prescient,0.8
presence,0.4
present,0.25
presentable,1.0
preservative,0.6
preserve,0.6
pressure,-0.5
pressured,-0.5
pressures,-0.25
pressuring,-0.25
prestige,0.5
prestigious,1.0
presumptuous,-0.5
presumptuously,-0.8
pretend,-0.75
pretended,-0.25
pretender,-0.6
pretending,-0.25
pretends,-0.1
pretense,-0.5
pretensions,-0.8
pretentious,-1.0
pretentiously,-1.0
prettily,1.0
pretty,0.75
prevail,0.5
prevaricate,-0.25
prevent,-0.25
prevented,0.25
preventing,0.25
prevention,0.25
preventive,-0.25
prevents,0.25
prey,-0.5
preyed,-0.8
priceless,0.5
pricey,-0.25
pricier,-0.25
prick,-0.75
prickly,-0.5
pride,0.25
priest,0.25
priestesses,0.25
priesthood,0.25
priestly,0.6
primacy,0.6
primary,0.6
prime,0.1
primer,0.4
primitive,-0.6
prince,0.6
princess,0.6
principal,0.4
principled,0.8
priority,0.6
prison,-0.75
prisoner,-0.75
prisoners,-0.8
pristine,1.0
privilege,0.5
privileged,0.75
privileges,0.4
privy,-0.25
prize,0.8
proactive,0.5
probity,0.6
problem,-0.75
problematic,-1.0
problems,-0.5
procedure,0.4
procession,0.6
proclamation,0.1
procrastinate,-0.5
procrastinates,-1.0
procrastination,-0.5
procure,-0.25
prodded,-0.8
prodigious,0.5
prodigiously,0.8
prodigy,0.5
producer,0.4
producing,0.6
production,0.1
productive,0.5
productively,1.0
productivity,1.0
profane,-0.5
profanity,-0.5
profession,0.25
professional,0.8
professor,0.4
proficiency,1.0
proficient,0.5
proficiently,1.0
profound,1.0
profoundly,0.8
profuse,0.25
profusion,-0.1
progress,0.75
progression,0.1
progressive,0.25
prohibit,-0.8
prohibited,-0.8
prohibition,-1.0
prohibitive,-0.5
prohibitively,-1.0
prolific,0.5
prolong,-0.25
prom,0.6
prominence,0.25
prominent,0.5
prominently,0.25
promiscuous,-0.6
promise,0.75
promised,0.5
promises,0.5
promising,0.75
promote,0.8
promoted,0.8
promoter,0.6
promotes,0.6
promoting,0.6
promotion,0.5
prompt,0.6
promptly,1.0
pronounces,0.4
propaganda,-0.75
propagandize,-1.0
proper,0.5
properly,1.0
prophesied,0.6
prophet,0.6
prophylactic,0.5
propitious,0.8
propitiously,0.8
proportional,0.4
proportioned,0.4
proprietary,0.1
pros,1.0
prosecute,-0.75
prosecuted,-0.8
prosecutes,-0.8
prosecution,-0.5
prosecutor,-0.6
prospect,0.6
prospects,0.6
prosper,0.5
prosperity,0.5
prosperous,0.75
prostitute,-0.8
prostitution,-0.5
protect,0.75
protected,0.8
protecting,0.8
protection,0.8
protective,0.5
protectiveness,0.8
protector,0.8
protects,0.8
protest,-0.5
protested,-0.6
protesters,-0.6
protesting,-0.5
protests,-0.5
protracted,-0.6
proud,0.75
proudly,0.8
prove,0.6
proven,0.5
proverbial,0.4
proves,0.5
provide,0.8
providence,0.6
providing,0.8
proving,0.5
provocation,-0.5
provoke,-0.5
provoked,-0.6
provokes,-0.6
provoking,-0.5
prowess,0.6
prudence,0.5
prudent,0.5
prudently,0.4
pry,-0.5
prying,-0.8
psycho,-1.0
psychosis,-0.5
publicity,0.4
pugnacious,-0.25
pugnaciously,-0.25
pugnacity,-0.25
puke,-1.0
puked,-1.0
pulpit,-0.1
pulverize,-0.8
punch,-0.5
punctual,0.5
punctuality,1.0
punish,-0.75
punishable,-1.0
punished,-0.5
punishes,-1.0
punishing,-0.5
punishment,-0.5
punishments,-1.0
punitive,-0.75
puny,-0.6
puppy,0.6
pups,0.6
purchase,0.25
pure,1.0
purely,0.1
purgatory,-0.6
purge,-0.5
purification,1.0
purify,0.5
purist,0.4
purity,0.8
purportedly,-0.25
purposeful,1.0
pursued,-0.25
pursuit,-0.4
pus,-0.25
pushy,-1.0
pussy,-0.4
putrid,-1.0
puzzled,-0.75
puzzling,-0.25
quagmire,-0.4
quaint,0.5
qualified,0.5
qualify,0.8
qualifying,0.8
qualm,-1.0
qualms,-1.0
quandary,-0.5
quarrel,-0.5
quarrels,-1.0
quarrelsome,-1.0
quash,-0.75
queasy,-1.0
queer,-0.25
quell,0.25
querulous,-1.0
querulously,-1.0
quest,0.4
questionable,-0.75
questionnaire,-0.25
quibble,-0.8
quibbles,-0.8
quicker,0.4
quickness,0.4
quiet,0.25
quieter,0.4
quirks,-0.1
quirky,-0.1
quit,-0.6
quitter,-1.0
quiver,-0.6
quivering,-0.6
quiz,-0.25
rabble,-0.8
rabid,-0.5
rabies,-1.0
racism,-1.0
racist,-1.0
racists,-1.0
racy,-0.25
radiance,0.75
radiant,0.75
radiation,-0.4
radical,-0.6
radicalization,-0.6
radically,-0.4
radicals,-0.6
radioactive,-0.8
radon,-0.25
rage,-1.0
raged,-1.0
ragged,-1.0
raging,-0.5
rags,-0.25
ragtag,-0.25
raid,-0.6
railed,-0.4
rainfall,0.1
rainy,-0.25
ram,-0.25
rambling,-0.1
rampage,-0.5
rampant,-0.8
ramshackle,-1.0
rancid,-0.5
rancor,-1.0
randomly,-0.25
ranked,0.4
rankle,-1.0
ransom,-0.8
rant,-0.5
ranted,-1.0
ranting,-1.0
rantingly,-1.0
rants,-0.5
rape,-1.0
raped,-1.0
raping,-1.0
rapist,-1.0
rapists,-1.0
rapped,-0.25
rapport,0.6
rapt,0.5
rapture,0.75
raptured,0.25
raptures,0.25
rapturous,0.5
rapturously,0.25
rascal,-0.5
rascals,-0.25
rash,-1.0
rat,-0.5
rated,0.25
ratified,0.1
rational,0.5
rationale,0.1
rattle,-0.25
rattled,-0.25
rattles,-0.25
raucous,-0.8
raunchiest,-0.8
ravage,-1.0
ravenous,-0.8
ravines,-0.25
raving,-0.5
razors,-0.25
razorsharp,-0.4
razzing,-0.4
reachable,0.25
reactionary,-0.5
readable,0.8
readers,0.1
readily,0.5
readiness,1.0
reading,0.1
ready,0.8
reaffirm,0.5
reaffirmation,0.8
real,0.25
realistic,0.6
realizable,0.6
reaped,0.8
reason,0.6
reasonable,0.5
reasonably,1.0
reasoned,0.6
reassembled,0.4
reassurance,0.5
reassurances,-0.25
reassure,0.25
reassured,0.5
reassures,1.0
reassuring,1.0
rebate,0.8
rebel,-0.5
rebellion,-0.6
rebellious,-0.6
reborn,0.6
rebuff,-0.25
rebuilding,0.8
rebuke,-0.5
rebut,-0.4
rebuttal,-0.4
recalcitrant,-0.5
recant,-0.4
recast,-0.4
recedes,-0.4
received,0.6
receiving,0.6
receptive,0.6
recession,-1.0
recherche,0.25
recidivism,-0.8
recipient,0.4
reciprocate,0.8
reckless,-0.75
recklessly,-1.0
recklessness,-0.5
