term_str,bing_negative,bing_positive,bing_sentiment
sagacity,0,1,1
sagely,0,1,1
sagged,1,0,-1
sagging,1,0,-1
saggy,1,0,-1
sags,1,0,-1
saint,0,1,1
saintliness,0,1,1
saintly,0,1,1
salacious,1,0,-1
salutary,0,1,1
salute,0,1,1
sanctimonious,1,0,-1
sane,0,1,1
sap,1,0,-1
sarcasm,1,0,-1
sarcastic,1,0,-1
sarcastically,1,0,-1
sardonic,1,0,-1
sardonically,1,0,-1
sass,1,0,-1
satirical,1,0,-1
satirize,1,0,-1
satisfactorily,0,1,1
satisfactory,0,1,1
satisfied,0,1,1
satisfies,0,1,1
satisfy,0,1,1
satisfying,0,1,1
satisified,0,1,1
savage,1,0,-1
savaged,1,0,-1
savagery,1,0,-1
savages,1,0,-1
saver,0,1,1
savings,0,1,1
savior,0,1,1
savvy,0,1,1
scaly,1,0,-1
scam,1,0,-1
scams,1,0,-1
scandal,1,0,-1
scandalize,1,0,-1
scandalized,1,0,-1
scandalous,1,0,-1
scandalously,1,0,-1
scandals,1,0,-1
scandel,1,0,-1
scandels,1,0,-1
scant,1,0,-1
scapegoat,1,0,-1
scar,1,0,-1
scarce,1,0,-1
scarcely,1,0,-1
scarcity,1,0,-1
scare,1,0,-1
scared,1,0,-1
scarier,1,0,-1
scariest,1,0,-1
scarily,1,0,-1
scarred,1,0,-1
scars,1,0,-1
scary,1,0,-1
scathing,1,0,-1
scathingly,1,0,-1
scenic,0,1,1
sceptical,1,0,-1
scoff,1,0,-1
scoffingly,1,0,-1
scold,1,0,-1
scolded,1,0,-1
scolding,1,0,-1
scoldingly,1,0,-1
scorching,1,0,-1
scorchingly,1,0,-1
scorn,1,0,-1
scornful,1,0,-1
scornfully,1,0,-1
scoundrel,1,0,-1
scourge,1,0,-1
scowl,1,0,-1
scramble,1,0,-1
scrambled,1,0,-1
scrambles,1,0,-1
scrambling,1,0,-1
scrap,1,0,-1
scratch,1,0,-1
scratched,1,0,-1
scratches,1,0,-1
scratchy,1,0,-1
scream,1,0,-1
screech,1,0,-1
screwed,1,0,-1
screwy,1,0,-1
scuff,1,0,-1
scuffs,1,0,-1
scum,1,0,-1
scummy,1,0,-1
seamless,0,1,1
seasoned,0,1,1
secretive,1,0,-1
secure,0,1,1
securely,0,1,1
sedentary,1,0,-1
seedy,1,0,-1
seethe,1,0,-1
seething,1,0,-1
selective,0,1,1
selfinterested,1,0,-1
selfish,1,0,-1
selfishly,1,0,-1
selfishness,1,0,-1
senile,1,0,-1
sensation,0,1,1
sensational,0,1,1
sensationalize,1,0,-1
sensationally,0,1,1
sensations,0,1,1
senseless,1,0,-1
senselessly,1,0,-1
sensible,0,1,1
sensibly,0,1,1
sensitive,0,1,1
serene,0,1,1
serenity,0,1,1
seriousness,1,0,-1
sermonize,1,0,-1
servitude,1,0,-1
setback,1,0,-1
setbacks,1,0,-1
sever,1,0,-1
severe,1,0,-1
severity,1,0,-1
sexy,0,1,1
shabby,1,0,-1
shadowy,1,0,-1
shady,1,0,-1
shake,1,0,-1
shaky,1,0,-1
shallow,1,0,-1
sham,1,0,-1
shambles,1,0,-1
shame,1,0,-1
shameful,1,0,-1
shamefully,1,0,-1
shamefulness,1,0,-1
shameless,1,0,-1
shamelessly,1,0,-1
shamelessness,1,0,-1
shark,1,0,-1
sharp,0,1,1
sharper,0,1,1
sharpest,0,1,1
sharply,1,0,-1
shatter,1,0,-1
shemale,1,0,-1
shimmer,1,0,-1
shimmering,0,1,1
shimmeringly,0,1,1
shimmy,1,0,-1
shine,0,1,1
shiny,0,1,1
shipwreck,1,0,-1
shirk,1,0,-1
shirker,1,0,-1
shit,1,0,-1
shiver,1,0,-1
shock,1,0,-1
shocked,1,0,-1
shocking,1,0,-1
shockingly,1,0,-1
shoddy,1,0,-1
shortage,1,0,-1
shortchange,1,0,-1
shortcoming,1,0,-1
shortcomings,1,0,-1
shortness,1,0,-1
shortsighted,1,0,-1
shortsightedness,1,0,-1
showdown,1,0,-1
shrew,1,0,-1
shriek,1,0,-1
shrill,1,0,-1
shrilly,1,0,-1
shrivel,1,0,-1
shroud,1,0,-1
shrouded,1,0,-1
shrug,1,0,-1
shun,1,0,-1
shunned,1,0,-1
sick,1,0,-1
sicken,1,0,-1
sickening,1,0,-1
sickeningly,1,0,-1
sickly,1,0,-1
sickness,1,0,-1
sidetrack,1,0,-1
sidetracked,1,0,-1
siege,1,0,-1
significant,0,1,1
silent,0,1,1
sillily,1,0,-1
silly,1,0,-1
simpler,0,1,1
simplest,0,1,1
simplified,0,1,1
simplifies,0,1,1
simplify,0,1,1
simplifying,0,1,1
simplistic,1,0,-1
simplistically,1,0,-1
sin,1,0,-1
sincere,0,1,1
sincerely,0,1,1
sincerity,0,1,1
sinful,1,0,-1
sinfully,1,0,-1
sinister,1,0,-1
sinisterly,1,0,-1
sink,1,0,-1
sinking,1,0,-1
skeletons,1,0,-1
skeptic,1,0,-1
skeptical,1,0,-1
skeptically,1,0,-1
skepticism,1,0,-1
sketchy,1,0,-1
skill,0,1,1
skilled,0,1,1
skillful,0,1,1
skillfully,0,1,1
skimpy,1,0,-1
skinny,1,0,-1
skittish,1,0,-1
skittishly,1,0,-1
skulk,1,0,-1
slack,1,0,-1
slammin,0,1,1
slander,1,0,-1
slanderer,1,0,-1
slanderous,1,0,-1
slanderously,1,0,-1
slanders,1,0,-1
slap,1,0,-1
slashing,1,0,-1
slaughter,1,0,-1
slaughtered,1,0,-1
slave,1,0,-1
slaves,1,0,-1
sleazy,1,0,-1
sleek,0,1,1
slick,0,1,1
slime,1,0,-1
slog,1,0,-1
slogged,1,0,-1
slogging,1,0,-1
slogs,1,0,-1
sloooooooooooooow,1,0,-1
sloooow,1,0,-1
slooow,1,0,-1
sloow,1,0,-1
sloppily,1,0,-1
sloppy,1,0,-1
sloth,1,0,-1
slothful,1,0,-1
slow,1,0,-1
slowed,1,0,-1
slower,1,0,-1
slowest,1,0,-1
slowly,1,0,-1
sloww,1,0,-1
slowww,1,0,-1
slowwww,1,0,-1
slug,1,0,-1
sluggish,1,0,-1
slump,1,0,-1
slumping,1,0,-1
slumpping,1,0,-1
slur,1,0,-1
slut,1,0,-1
sluts,1,0,-1
sly,1,0,-1
smack,1,0,-1
smallish,1,0,-1
smart,0,1,1
smarter,0,1,1
smartest,0,1,1
smartly,0,1,1
smash,1,0,-1
smear,1,0,-1
smell,1,0,-1
smelled,1,0,-1
smelling,1,0,-1
smells,1,0,-1
smelly,1,0,-1
smelt,1,0,-1
smile,0,1,1
smiles,0,1,1
smiling,0,1,1
smilingly,0,1,1
smitten,0,1,1
smoke,1,0,-1
smokescreen,1,0,-1
smolder,1,0,-1
smoldering,1,0,-1
smooth,0,1,1
smoother,0,1,1
smoothes,0,1,1
smoothest,0,1,1
smoothly,0,1,1
smother,1,0,-1
smoulder,1,0,-1
smouldering,1,0,-1
smudge,1,0,-1
smudged,1,0,-1
smudges,1,0,-1
smudging,1,0,-1
smug,1,0,-1
smugly,1,0,-1
smut,1,0,-1
smuttier,1,0,-1
smuttiest,1,0,-1
smutty,1,0,-1
snag,1,0,-1
snagged,1,0,-1
snagging,1,0,-1
snags,1,0,-1
snappish,1,0,-1
snappishly,1,0,-1
snappy,0,1,1
snare,1,0,-1
snarky,1,0,-1
snarl,1,0,-1
snazzy,0,1,1
sneak,1,0,-1
sneakily,1,0,-1
sneaky,1,0,-1
sneer,1,0,-1
sneering,1,0,-1
sneeringly,1,0,-1
snob,1,0,-1
snobbish,1,0,-1
snobby,1,0,-1
snobish,1,0,-1
snobs,1,0,-1
snub,1,0,-1
soapy,1,0,-1
sob,1,0,-1
sober,1,0,-1
sobering,1,0,-1
sociable,0,1,1
soft,0,1,1
softer,0,1,1
solace,0,1,1
solemn,1,0,-1
solicitous,0,1,1
solicitously,0,1,1
solicitude,1,0,-1
solid,0,1,1
solidarity,0,1,1
somber,1,0,-1
soothe,0,1,1
soothingly,0,1,1
sophisticated,0,1,1
sore,1,0,-1
sorely,1,0,-1
soreness,1,0,-1
sorrow,1,0,-1
sorrowful,1,0,-1
sorrowfully,1,0,-1
sorry,1,0,-1
soulful,0,1,1
soundly,0,1,1
soundness,0,1,1
sour,1,0,-1
sourly,1,0,-1
spacious,0,1,1
spade,1,0,-1
spank,1,0,-1
sparkle,0,1,1
sparkling,0,1,1
spectacular,0,1,1
spectacularly,0,1,1
speedily,0,1,1
speedy,0,1,1
spellbind,0,1,1
spellbinding,0,1,1
spellbindingly,0,1,1
spellbound,0,1,1
spendy,1,0,-1
spew,1,0,-1
spewed,1,0,-1
spewing,1,0,-1
spews,1,0,-1
spilling,1,0,-1
spinster,1,0,-1
spirited,0,1,1
spiritless,1,0,-1
spiritual,0,1,1
spite,1,0,-1
spiteful,1,0,-1
spitefully,1,0,-1
spitefulness,1,0,-1
splatter,1,0,-1
splendid,0,1,1
splendidly,0,1,1
splendor,0,1,1
split,1,0,-1
splitting,1,0,-1
spoil,1,0,-1
spoilage,1,0,-1
spoilages,1,0,-1
spoiled,1,0,-1
spoilled,1,0,-1
spoils,1,0,-1
spontaneous,0,1,1
spook,1,0,-1
spookier,1,0,-1
spookiest,1,0,-1
spookily,1,0,-1
spooky,1,0,-1
spoonfed,1,0,-1
sporadic,1,0,-1
sporty,0,1,1
spotless,0,1,1
spotty,1,0,-1
sprightly,0,1,1
spurious,1,0,-1
spurn,1,0,-1
sputter,1,0,-1
squabble,1,0,-1
squabbling,1,0,-1
squander,1,0,-1
squash,1,0,-1
squeak,1,0,-1
squeaks,1,0,-1
squeaky,1,0,-1
squeal,1,0,-1
squealing,1,0,-1
squeals,1,0,-1
squirm,1,0,-1
stab,1,0,-1
stability,0,1,1
stabilize,0,1,1
stable,0,1,1
stagnant,1,0,-1
stagnate,1,0,-1
stagnation,1,0,-1
staid,1,0,-1
stain,1,0,-1
stainless,0,1,1
stains,1,0,-1
stale,1,0,-1
stalemate,1,0,-1
stall,1,0,-1
stalls,1,0,-1
stammer,1,0,-1
stampede,1,0,-1
standout,0,1,1
standstill,1,0,-1
stark,1,0,-1
starkly,1,0,-1
startle,1,0,-1
startling,1,0,-1
startlingly,1,0,-1
starvation,1,0,-1
starve,1,0,-1
stately,0,1,1
static,1,0,-1
statuesque,0,1,1
staunch,0,1,1
staunchly,0,1,1
staunchness,0,1,1
steadfast,0,1,1
steadfastly,0,1,1
steadfastness,0,1,1
steadiest,0,1,1
steadiness,0,1,1
steady,0,1,1
steal,1,0,-1
stealing,1,0,-1
steals,1,0,-1
steep,1,0,-1
steeply,1,0,-1
stellar,0,1,1
stellarly,0,1,1
stench,1,0,-1
stereotype,1,0,-1
stereotypical,1,0,-1
stereotypically,1,0,-1
stern,1,0,-1
stew,1,0,-1
sticky,1,0,-1
stiff,1,0,-1
stiffness,1,0,-1
stifle,1,0,-1
stifling,1,0,-1
stiflingly,1,0,-1
stigma,1,0,-1
stigmatize,1,0,-1
stimulate,0,1,1
stimulates,0,1,1
stimulating,0,1,1
stimulative,0,1,1
sting,1,0,-1
stinging,1,0,-1
stingingly,1,0,-1
stingy,1,0,-1
stink,1,0,-1
stinks,1,0,-1
stirringly,0,1,1
stodgy,1,0,-1
stole,1,0,-1
stolen,1,0,-1
stooge,1,0,-1
stooges,1,0,-1
stormy,1,0,-1
straggle,1,0,-1
straggler,1,0,-1
straighten,0,1,1
straightforward,0,1,1
strain,1,0,-1
strained,1,0,-1
straining,1,0,-1
strange,1,0,-1
strangely,1,0,-1
stranger,1,0,-1
strangest,1,0,-1
strangle,1,0,-1
streaky,1,0,-1
streamlined,0,1,1
strenuous,1,0,-1
stress,1,0,-1
stresses,1,0,-1
stressful,1,0,-1
stressfully,1,0,-1
stricken,1,0,-1
strict,1,0,-1
strictly,1,0,-1
strident,1,0,-1
stridently,1,0,-1
strife,1,0,-1
strike,1,0,-1
striking,0,1,1
strikingly,0,1,1
stringent,1,0,-1
stringently,1,0,-1
striving,0,1,1
strong,0,1,1
stronger,0,1,1
strongest,0,1,1
struck,1,0,-1
struggle,1,0,-1
struggled,1,0,-1
struggles,1,0,-1
struggling,1,0,-1
strut,1,0,-1
stubborn,1,0,-1
stubbornly,1,0,-1
stubbornness,1,0,-1
stuck,1,0,-1
stuffy,1,0,-1
stumble,1,0,-1
stumbled,1,0,-1
stumbles,1,0,-1
stump,1,0,-1
stumped,1,0,-1
stumps,1,0,-1
stun,1,0,-1
stunned,0,1,1
stunning,0,1,1
stunningly,0,1,1
stunt,1,0,-1
stunted,1,0,-1
stupendous,0,1,1
stupendously,0,1,1
stupid,1,0,-1
stupidest,1,0,-1
stupidity,1,0,-1
stupidly,1,0,-1
stupified,1,0,-1
stupify,1,0,-1
stupor,1,0,-1
sturdier,0,1,1
sturdy,0,1,1
stutter,1,0,-1
stuttered,1,0,-1
stuttering,1,0,-1
stutters,1,0,-1
sty,1,0,-1
stylish,0,1,1
stylishly,0,1,1
stylized,0,1,1
stymied,1,0,-1
suave,0,1,1
suavely,0,1,1
subdued,1,0,-1
subjected,1,0,-1
subjection,1,0,-1
subjugate,1,0,-1
subjugation,1,0,-1
sublime,0,1,1
submissive,1,0,-1
subordinate,1,0,-1
subpoena,1,0,-1
subpoenas,1,0,-1
subservience,1,0,-1
subservient,1,0,-1
subsidize,0,1,1
subsidized,0,1,1
subsidizes,0,1,1
subsidizing,0,1,1
substandard,1,0,-1
substantive,0,1,1
subtract,1,0,-1
subversion,1,0,-1
subversive,1,0,-1
subversively,1,0,-1
subvert,1,0,-1
succeed,0,1,1
succeeded,0,1,1
succeeding,0,1,1
succeeds,0,1,1
succes,0,1,1
success,0,1,1
successes,0,1,1
successful,0,1,1
successfully,0,1,1
succumb,1,0,-1
suck,1,0,-1
sucked,1,0,-1
sucker,1,0,-1
sucks,1,0,-1
sucky,1,0,-1
sue,1,0,-1
sued,1,0,-1
sueing,1,0,-1
sues,1,0,-1
suffer,1,0,-1
suffered,1,0,-1
sufferer,1,0,-1
sufferers,1,0,-1
suffering,1,0,-1
suffers,1,0,-1
suffice,0,1,1
sufficed,0,1,1
suffices,0,1,1
sufficient,0,1,1
sufficiently,0,1,1
suffocate,1,0,-1
sugarcoated,1,0,-1
suicidal,1,0,-1
suicide,1,0,-1
suitable,0,1,1
sulk,1,0,-1
sullen,1,0,-1
sully,1,0,-1
sumptuous,0,1,1
sumptuously,0,1,1
sumptuousness,0,1,1
sunder,1,0,-1
sunk,1,0,-1
sunken,1,0,-1
super,0,1,1
superb,0,1,1
superbly,0,1,1
superficial,1,0,-1
superficiality,1,0,-1
superficially,1,0,-1
superfluous,1,0,-1
superior,0,1,1
superiority,0,1,1
superstition,1,0,-1
superstitious,1,0,-1
supple,0,1,1
support,0,1,1
supported,0,1,1
supporter,0,1,1
supporting,0,1,1
supportive,0,1,1
supports,0,1,1
suppress,1,0,-1
suppression,1,0,-1
supremacy,0,1,1
supreme,0,1,1
supremely,0,1,1
supurb,0,1,1
supurbly,0,1,1
surmount,0,1,1
surpass,0,1,1
surreal,0,1,1
surrender,1,0,-1
survival,0,1,1
survivor,0,1,1
susceptible,1,0,-1
suspect,1,0,-1
suspicion,1,0,-1
suspicions,1,0,-1
suspicious,1,0,-1
suspiciously,1,0,-1
sustainability,0,1,1
sustainable,0,1,1
swagger,1,0,-1
swamped,1,0,-1
swank,0,1,1
swankier,0,1,1
swankiest,0,1,1
swanky,0,1,1
sweaty,1,0,-1
sweeping,0,1,1
sweet,0,1,1
sweeten,0,1,1
sweetheart,0,1,1
sweetly,0,1,1
sweetness,0,1,1
swelled,1,0,-1
swelling,1,0,-1
swift,0,1,1
swiftness,0,1,1
swindle,1,0,-1
swipe,1,0,-1
swollen,1,0,-1
symptom,1,0,-1
symptoms,1,0,-1
syndrome,1,0,-1
taboo,1,0,-1
tacky,1,0,-1
taint,1,0,-1
tainted,1,0,-1
talent,0,1,1
talented,0,1,1
talents,0,1,1
tamper,1,0,-1
tangle,1,0,-1
tangled,1,0,-1
tangles,1,0,-1
tank,1,0,-1
tanked,1,0,-1
tanks,1,0,-1
tantalize,0,1,1
tantalizing,0,1,1
tantalizingly,0,1,1
tantrum,1,0,-1
tardy,1,0,-1
tarnish,1,0,-1
tarnished,1,0,-1
tarnishes,1,0,-1
tarnishing,1,0,-1
tattered,1,0,-1
taunt,1,0,-1
taunting,1,0,-1
tauntingly,1,0,-1
taunts,1,0,-1
taut,1,0,-1
tawdry,1,0,-1
taxing,1,0,-1
tease,1,0,-1
teasingly,1,0,-1
tedious,1,0,-1
tediously,1,0,-1
temerity,1,0,-1
temper,1,0,-1
tempest,1,0,-1
tempt,0,1,1
temptation,1,0,-1
tempting,0,1,1
temptingly,0,1,1
tenacious,0,1,1
tenaciously,0,1,1
tenacity,0,1,1
tender,0,1,1
tenderly,0,1,1
tenderness,1,0,-1
tense,1,0,-1
tension,1,0,-1
tentative,1,0,-1
tentatively,1,0,-1
tenuous,1,0,-1
tenuously,1,0,-1
tepid,1,0,-1
terrible,1,0,-1
terribleness,1,0,-1
terribly,1,0,-1
terrific,0,1,1
terrifically,0,1,1
terror,1,0,-1
terrorism,1,0,-1
terrorize,1,0,-1
testily,1,0,-1
testy,1,0,-1
tetchily,1,0,-1
tetchy,1,0,-1
thank,0,1,1
thankful,0,1,1
thankless,1,0,-1
thicker,1,0,-1
thinner,0,1,1
thirst,1,0,-1
thorny,1,0,-1
thoughtful,0,1,1
thoughtfully,0,1,1
thoughtfulness,0,1,1
thoughtless,1,0,-1
thoughtlessly,1,0,-1
thoughtlessness,1,0,-1
thrash,1,0,-1
threat,1,0,-1
threaten,1,0,-1
threatening,1,0,-1
threats,1,0,-1
threesome,1,0,-1
thrift,0,1,1
thrifty,0,1,1
thrill,0,1,1
thrilled,0,1,1
thrilling,0,1,1
thrillingly,0,1,1
thrills,0,1,1
thrive,0,1,1
thriving,0,1,1
throb,1,0,-1
throbbed,1,0,-1
throbbing,1,0,-1
throbs,1,0,-1
throttle,1,0,-1
thug,1,0,-1
thwart,1,0,-1
tickle,0,1,1
tidy,0,1,1
timely,0,1,1
timid,1,0,-1
timidity,1,0,-1
timidly,1,0,-1
timidness,1,0,-1
tingle,0,1,1
tingled,1,0,-1
tingling,1,0,-1
tired,1,0,-1
tiresome,1,0,-1
tiring,1,0,-1
tiringly,1,0,-1
titillate,0,1,1
titillating,0,1,1
titillatingly,0,1,1
togetherness,0,1,1
toil,1,0,-1
tolerable,0,1,1
toll,1,0,-1
top,0,1,1
topnotch,0,1,1
topple,1,0,-1
tops,0,1,1
torment,1,0,-1
tormented,1,0,-1
torrent,1,0,-1
tortuous,1,0,-1
torture,1,0,-1
tortured,1,0,-1
tortures,1,0,-1
torturing,1,0,-1
torturous,1,0,-1
torturously,1,0,-1
totalitarian,1,0,-1
touchy,1,0,-1
tough,0,1,1
tougher,0,1,1
toughest,0,1,1
toughness,1,0,-1
tout,1,0,-1
touted,1,0,-1
touts,1,0,-1
toxic,1,0,-1
traction,0,1,1
traduce,1,0,-1
tragedy,1,0,-1
tragic,1,0,-1
tragically,1,0,-1
traitor,1,0,-1
traitorous,1,0,-1
traitorously,1,0,-1
tramp,1,0,-1
trample,1,0,-1
tranquil,0,1,1
tranquility,0,1,1
transgress,1,0,-1
transgression,1,0,-1
transparent,0,1,1
trap,1,0,-1
traped,1,0,-1
trapped,1,0,-1
trash,1,0,-1
trashed,1,0,-1
trashy,1,0,-1
trauma,1,0,-1
traumatic,1,0,-1
traumatically,1,0,-1
traumatize,1,0,-1
traumatized,1,0,-1
travesties,1,0,-1
travesty,1,0,-1
treacherous,1,0,-1
treacherously,1,0,-1
treachery,1,0,-1
treason,1,0,-1
treasonous,1,0,-1
treasure,0,1,1
tremendously,0,1,1
trendy,0,1,1
trick,1,0,-1
tricked,1,0,-1
trickery,1,0,-1
tricky,1,0,-1
triumph,0,1,1
triumphal,0,1,1
triumphant,0,1,1
triumphantly,0,1,1
trivial,1,0,-1
trivialize,1,0,-1
trivially,0,1,1
trophy,0,1,1
trouble,1,0,-1
troubled,1,0,-1
troublemaker,1,0,-1
troubles,1,0,-1
troublesome,1,0,-1
troublesomely,1,0,-1
troubling,1,0,-1
troublingly,1,0,-1
truant,1,0,-1
trump,0,1,1
trumpet,0,1,1
trust,0,1,1
trusted,0,1,1
trusting,0,1,1
trustingly,0,1,1
trustworthiness,0,1,1
trustworthy,0,1,1
trusty,0,1,1
truthful,0,1,1
truthfully,0,1,1
truthfulness,0,1,1
tumble,1,0,-1
tumbled,1,0,-1
tumbles,1,0,-1
tumultuous,1,0,-1
turbulent,1,0,-1
turmoil,1,0,-1
twinkly,0,1,1
twist,1,0,-1
twisted,1,0,-1
twists,1,0,-1
tyrannical,1,0,-1
tyrannically,1,0,-1
tyranny,1,0,-1
tyrant,1,0,-1
ugh,1,0,-1
uglier,1,0,-1
ugliest,1,0,-1
ugliness,1,0,-1
ugly,1,0,-1
ulterior,1,0,-1
ultimatum,1,0,-1
ultimatums,1,0,-1
unabashed,0,1,1
unabashedly,0,1,1
unable,1,0,-1
unacceptable,1,0,-1
unacceptablely,1,0,-1
unacceptably,1,0,-1
unaccessible,1,0,-1
unaccustomed,1,0,-1
unachievable,1,0,-1
unaffected,0,1,1
unaffordable,1,0,-1
unappealing,1,0,-1
unassailable,0,1,1
unattractive,1,0,-1
unauthentic,1,0,-1
unavailable,1,0,-1
unavoidably,1,0,-1
unbearable,1,0,-1
unbearablely,1,0,-1
unbeatable,0,1,1
unbelievable,1,0,-1
unbelievably,1,0,-1
unbiased,0,1,1
unbound,0,1,1
uncaring,1,0,-1
uncertain,1,0,-1
uncivil,1,0,-1
uncivilized,1,0,-1
unclean,1,0,-1
unclear,1,0,-1
uncollectible,1,0,-1
uncomfortable,1,0,-1
uncomfortably,1,0,-1
uncomfy,1,0,-1
uncompetitive,1,0,-1
uncomplicated,0,1,1
uncompromising,1,0,-1
uncompromisingly,1,0,-1
unconditional,0,1,1
unconfirmed,1,0,-1
unconstitutional,1,0,-1
uncontrolled,1,0,-1
unconvincing,1,0,-1
unconvincingly,1,0,-1
uncooperative,1,0,-1
uncouth,1,0,-1
uncreative,1,0,-1
undamaged,0,1,1
undaunted,0,1,1
undecided,1,0,-1
undefined,1,0,-1
undependability,1,0,-1
undependable,1,0,-1
undercut,1,0,-1
undercuts,1,0,-1
undercutting,1,0,-1
underdog,1,0,-1
underestimate,1,0,-1
underlings,1,0,-1
undermine,1,0,-1
undermined,1,0,-1
undermines,1,0,-1
undermining,1,0,-1
underpaid,1,0,-1
underpowered,1,0,-1
undersized,1,0,-1
understandable,0,1,1
undesirable,1,0,-1
undetermined,1,0,-1
undid,1,0,-1
undignified,1,0,-1
undisputable,0,1,1
undisputably,0,1,1
undisputed,0,1,1
undissolved,1,0,-1
undocumented,1,0,-1
undone,1,0,-1
undue,1,0,-1
unease,1,0,-1
uneasily,1,0,-1
uneasiness,1,0,-1
uneasy,1,0,-1
uneconomical,1,0,-1
unemployed,1,0,-1
unencumbered,0,1,1
unequal,1,0,-1
unequivocal,0,1,1
unequivocally,0,1,1
unethical,1,0,-1
uneven,1,0,-1
uneventful,1,0,-1
unexpected,1,0,-1
unexpectedly,1,0,-1
unexplained,1,0,-1
unfairly,1,0,-1
unfaithful,1,0,-1
unfaithfully,1,0,-1
unfamiliar,1,0,-1
unfavorable,1,0,-1
unfazed,0,1,1
unfeeling,1,0,-1
unfettered,0,1,1
unfinished,1,0,-1
unfit,1,0,-1
unforeseen,1,0,-1
unforgettable,0,1,1
unforgiving,1,0,-1
unfortunate,1,0,-1
unfortunately,1,0,-1
unfounded,1,0,-1
unfriendly,1,0,-1
unfulfilled,1,0,-1
unfunded,1,0,-1
ungovernable,1,0,-1
ungrateful,1,0,-1
unhappily,1,0,-1
unhappiness,1,0,-1
unhappy,1,0,-1
unhealthy,1,0,-1
unhelpful,1,0,-1
unilateralism,1,0,-1
unimaginable,1,0,-1
unimaginably,1,0,-1
unimportant,1,0,-1
uninformed,1,0,-1
uninsured,1,0,-1
unintelligible,1,0,-1
unintelligile,1,0,-1
unipolar,1,0,-1
unity,0,1,1
unjust,1,0,-1
unjustifiable,1,0,-1
unjustifiably,1,0,-1
unjustified,1,0,-1
unjustly,1,0,-1
unkind,1,0,-1
unkindly,1,0,-1
unknown,1,0,-1
unlamentable,1,0,-1
unlamentably,1,0,-1
unlawful,1,0,-1
unlawfully,1,0,-1
unlawfulness,1,0,-1
unleash,1,0,-1
unlicensed,1,0,-1
unlikely,1,0,-1
unlimited,0,1,1
unlucky,1,0,-1
unmatched,0,1,1
unmoved,1,0,-1
unnatural,1,0,-1
unnaturally,1,0,-1
unnecessary,1,0,-1
unneeded,1,0,-1
unnerve,1,0,-1
unnerved,1,0,-1
unnerving,1,0,-1
unnervingly,1,0,-1
unnoticed,1,0,-1
unobserved,1,0,-1
unorthodox,1,0,-1
unorthodoxy,1,0,-1
unparalleled,0,1,1
unpleasant,1,0,-1
unpleasantries,1,0,-1
unpopular,1,0,-1
unpredictable,1,0,-1
unprepared,1,0,-1
unproductive,1,0,-1
unprofitable,1,0,-1
unprove,1,0,-1
unproved,1,0,-1
unproven,1,0,-1
unproves,1,0,-1
unproving,1,0,-1
unqualified,1,0,-1
unquestionable,0,1,1
unquestionably,0,1,1
unravel,1,0,-1
unraveled,1,0,-1
unreachable,1,0,-1
unreadable,1,0,-1
unreal,0,1,1
unrealistic,1,0,-1
unreasonable,1,0,-1
unreasonably,1,0,-1
unrelenting,1,0,-1
unrelentingly,1,0,-1
unreliability,1,0,-1
unreliable,1,0,-1
unresolved,1,0,-1
unresponsive,1,0,-1
unrest,1,0,-1
unrestricted,0,1,1
unrivaled,0,1,1
unruly,1,0,-1
unsafe,1,0,-1
unsatisfactory,1,0,-1
unsavory,1,0,-1
unscrupulous,1,0,-1
unscrupulously,1,0,-1
unsecure,1,0,-1
unseemly,1,0,-1
unselfish,0,1,1
unsettle,1,0,-1
unsettled,1,0,-1
unsettling,1,0,-1
unsettlingly,1,0,-1
unskilled,1,0,-1
unsophisticated,1,0,-1
unsound,1,0,-1
unspeakable,1,0,-1
unspeakablely,1,0,-1
unspecified,1,0,-1
unstable,1,0,-1
unsteadily,1,0,-1
unsteadiness,1,0,-1
unsteady,1,0,-1
unsuccessful,1,0,-1
unsuccessfully,1,0,-1
unsupported,1,0,-1
unsupportive,1,0,-1
unsure,1,0,-1
unsuspecting,1,0,-1
unsustainable,1,0,-1
untenable,1,0,-1
untested,1,0,-1
unthinkable,1,0,-1
unthinkably,1,0,-1
untimely,1,0,-1
untouched,1,0,-1
untrue,1,0,-1
untrustworthy,1,0,-1
untruthful,1,0,-1
unusable,1,0,-1
unusably,1,0,-1
unuseable,1,0,-1
unuseably,1,0,-1
unusual,1,0,-1
unusually,1,0,-1
unviewable,1,0,-1
unwanted,1,0,-1
unwarranted,1,0,-1
unwatchable,1,0,-1
unwavering,0,1,1
unwelcome,1,0,-1
unwell,1,0,-1
unwieldy,1,0,-1
unwilling,1,0,-1
unwillingly,1,0,-1
unwillingness,1,0,-1
unwise,1,0,-1
unwisely,1,0,-1
unworkable,1,0,-1
unworthy,1,0,-1
unyielding,1,0,-1
upbeat,0,1,1
upbraid,1,0,-1
upgradable,0,1,1
upgradeable,0,1,1
upgraded,0,1,1
upheaval,1,0,-1
upheld,0,1,1
uphold,0,1,1
uplift,0,1,1
uplifting,0,1,1
upliftingly,0,1,1
upliftment,0,1,1
uprising,1,0,-1
uproar,1,0,-1
uproarious,1,0,-1
uproariously,1,0,-1
uproarous,1,0,-1
uproarously,1,0,-1
uproot,1,0,-1
upscale,0,1,1
upset,1,0,-1
upseting,1,0,-1
upsets,1,0,-1
upsetting,1,0,-1
upsettingly,1,0,-1
urgent,1,0,-1
usable,0,1,1
useable,0,1,1
