term_str,nrc_anger,nrc_anticipation,nrc_disgust,nrc_fear,nrc_joy,nrc_negative,nrc_positive,nrc_sadness,nrc_surprise,nrc_trust,nrc_polarity
prognosis,0,1,0,1,0,0,0,0,0,0,0
progress,0,1,0,0,1,0,1,0,0,0,1
progression,0,1,0,0,1,0,1,1,0,1,1
prohibited,1,0,1,1,0,1,0,0,0,0,-1
prolong,0,0,1,0,0,1,0,0,0,0,-1
promise,0,0,0,0,1,0,1,0,0,1,1
prophet,0,1,0,0,0,0,1,0,0,1,1
prophylactic,0,1,0,0,0,0,1,0,0,1,1
prosecute,1,0,0,1,0,1,0,1,0,0,-1
prosecution,0,0,1,0,0,1,0,0,0,0,-1
prosper,0,1,0,0,1,0,1,0,0,0,1
prosperous,0,0,0,0,1,0,1,0,0,0,1
prostitute,0,0,1,0,0,1,0,0,0,0,-1
prostitution,0,0,1,0,0,1,0,1,0,0,-1
protecting,0,0,0,0,0,0,1,0,0,1,1
protector,0,0,0,0,0,0,1,0,0,1,1
proud,0,1,0,0,1,0,1,0,0,1,1
provide,0,0,0,0,0,0,1,0,0,1,1
providing,0,1,0,0,1,0,1,0,0,1,1
provocation,1,0,0,0,0,1,0,0,0,0,-1
provoking,1,0,1,0,0,1,0,0,0,0,-1
prowl,0,0,0,1,0,0,0,0,1,0,0
prudent,0,0,0,0,0,0,1,0,0,1,1
pry,1,1,0,0,0,1,0,0,0,1,-1
psychosis,1,0,0,1,0,1,0,1,0,0,-1
public,0,1,0,0,0,0,1,0,0,0,1
puma,0,0,0,1,0,0,0,0,1,0,0
punch,1,0,0,1,0,1,0,1,1,0,-1
punctual,0,1,0,0,0,0,1,0,0,1,1
pungent,0,0,1,0,0,1,0,0,0,0,-1
punish,0,0,0,1,0,1,0,0,0,0,-1
punished,1,1,1,1,0,1,0,1,0,0,-1
punishing,1,0,0,1,0,1,0,1,0,0,-1
punishment,1,0,1,1,0,1,0,0,0,0,-1
punitive,1,0,0,1,0,1,0,1,0,0,-1
puppy,0,1,0,0,0,0,1,0,0,1,1
purely,0,0,0,0,0,0,1,0,0,1,1
purgatory,0,0,1,1,0,1,0,0,0,0,-1
purge,0,0,0,1,0,1,0,0,0,0,-1
purification,0,0,0,0,0,0,1,0,0,1,1
purify,0,0,0,0,1,0,1,0,0,1,1
purity,0,0,0,0,0,0,1,0,1,0,1
purr,0,0,0,0,1,0,1,0,0,1,1
pus,0,0,1,0,0,1,0,0,0,0,-1
quack,0,0,1,0,0,1,0,0,0,0,-1
quagmire,0,0,1,0,0,1,0,0,0,0,-1
quail,0,0,0,1,0,1,0,0,0,0,-1
quaint,0,0,0,0,1,0,1,0,0,1,1
qualified,0,0,0,0,0,0,1,0,0,1,1
quandary,1,0,0,1,0,1,0,0,0,0,-1
quarrel,1,0,0,0,0,1,0,0,0,0,-1
quash,0,0,0,1,0,1,0,0,0,0,-1
quest,0,1,0,0,0,0,1,0,0,0,1
questionable,0,0,1,0,0,1,0,0,0,0,-1
quickness,0,0,0,0,0,0,1,0,1,0,1
quicksilver,0,0,0,0,0,1,0,0,1,0,-1
quiet,0,0,0,0,0,0,1,1,0,0,1
quiver,0,0,0,1,0,1,0,0,0,0,-1
quivering,0,0,0,1,0,1,0,0,0,0,-1
quote,0,1,0,0,0,1,1,0,1,0,0
rabble,1,0,0,1,0,1,0,0,0,0,-1
rabid,1,1,1,1,0,1,0,1,0,0,-1
rack,0,0,0,0,0,1,0,1,0,0,-1
radiance,0,1,0,0,1,0,1,0,0,1,1
radiant,0,0,0,0,1,0,1,0,0,0,1
radiation,0,0,0,1,0,1,0,0,0,0,-1
radioactive,0,0,0,1,0,1,0,0,0,0,-1
radon,0,0,0,1,0,1,0,0,0,0,-1
raffle,0,1,0,0,0,0,0,0,1,0,0
rage,1,0,0,0,0,1,0,0,0,0,-1
raging,1,0,1,1,0,1,0,0,0,0,-1
rags,0,0,1,0,0,1,0,0,0,0,-1
raid,1,0,0,1,0,1,0,0,1,0,-1
rail,1,1,0,0,0,1,0,0,0,0,-1
ram,1,1,0,0,0,1,0,0,0,0,-1
rampage,1,0,0,1,0,1,0,0,0,0,-1
rancid,0,0,1,0,0,1,0,0,0,0,-1
ransom,1,0,0,1,0,1,0,0,0,0,-1
rape,1,0,1,1,0,1,0,1,0,0,-1
rapt,0,0,0,0,1,0,1,0,1,1,1
raptors,0,0,0,1,0,1,0,0,0,0,-1
rapture,0,1,0,0,1,0,1,0,0,0,1
rascal,1,0,1,1,0,1,0,0,0,0,-1
rash,0,0,1,0,0,1,0,0,0,0,-1
rat,0,0,1,1,0,1,0,0,0,0,-1
rating,1,0,0,1,0,1,0,1,0,0,-1
rational,0,0,0,0,0,0,1,0,0,1,1
rave,1,0,1,0,1,1,1,0,1,1,0
ravenous,1,0,0,1,0,1,0,1,0,0,-1
raving,1,1,0,1,1,1,0,0,1,0,-1
react,1,0,0,1,0,0,0,0,0,0,0
readiness,0,1,0,0,1,0,1,0,0,1,1
real,0,0,0,0,0,0,1,0,0,1,1
reassurance,0,0,0,0,0,0,1,0,0,1,1
reassure,0,0,0,0,0,0,1,0,0,1,1
rebel,1,0,0,1,0,1,0,0,0,0,-1
rebellion,1,0,1,1,0,0,0,0,0,0,0
recalcitrant,1,0,1,0,0,1,0,0,0,0,-1
receiving,0,1,0,0,1,0,1,0,1,0,1
recession,1,0,1,1,0,1,0,1,0,0,-1
recidivism,1,0,1,0,0,1,0,1,0,0,-1
reckless,1,0,0,1,0,1,0,0,0,0,-1
recklessness,1,0,1,1,0,1,0,0,1,0,-1
recline,0,0,0,0,0,0,1,0,0,1,1
recognizable,0,1,0,0,0,0,1,0,0,0,1
recommend,0,0,0,0,0,0,1,0,0,1,1
reconciliation,0,1,0,0,1,0,1,0,0,1,1
reconsideration,0,0,0,0,0,0,1,0,0,1,1
reconstruct,0,1,0,0,0,0,1,0,0,0,1
reconstruction,0,1,0,0,0,0,1,0,0,0,1
recreation,0,1,0,0,1,0,1,0,0,0,1
recreational,0,1,0,0,1,0,1,0,0,0,1
reflux,0,0,1,0,0,1,0,0,0,0,-1
refused,0,0,0,0,0,1,0,1,0,0,-1
regal,0,0,0,0,0,0,1,0,0,1,1
regent,0,0,0,0,0,0,1,0,0,1,1
regressive,0,0,0,0,0,1,1,0,0,0,0
regret,0,0,0,0,0,1,0,1,0,0,-1
regrettable,0,0,0,0,0,1,0,1,0,0,-1
regretted,0,0,0,0,0,1,0,1,0,0,-1
regretting,0,0,0,0,0,1,0,1,0,0,-1
regularity,0,1,0,0,0,0,1,0,0,1,1
regulatory,0,0,0,1,0,1,0,0,0,0,-1
rehabilitation,0,1,0,0,0,0,1,0,0,0,1
reimbursement,0,0,0,0,0,0,1,0,0,1,1
reinforcement,0,0,0,0,0,0,1,0,0,1,1
reject,1,0,0,1,0,1,0,1,0,0,-1
rejection,1,0,1,1,0,1,0,1,0,0,-1
rejects,1,0,0,1,0,1,0,1,0,0,-1
rejoice,0,1,0,0,1,0,1,0,1,1,1
rejoicing,0,1,0,0,1,0,1,0,1,0,1
rekindle,0,1,0,1,1,1,1,0,1,0,0
relapse,0,0,0,1,0,1,0,1,0,0,-1
relevant,0,0,0,0,0,0,1,0,0,1,1
reliability,0,0,0,0,0,0,1,0,0,1,1
reliable,0,0,0,0,0,0,1,0,0,1,1
reliance,0,0,0,0,0,0,1,0,0,1,1
reluctant,0,0,0,1,0,1,0,0,0,0,-1
remains,0,0,1,1,0,1,1,0,0,1,0
remand,1,0,0,0,0,1,0,0,0,0,-1
remarkable,0,0,0,0,1,0,1,0,1,1,1
remedy,0,1,0,0,1,0,1,0,0,1,1
remiss,1,0,1,0,0,1,0,1,0,0,-1
remorse,0,0,0,0,0,1,0,1,0,0,-1
remove,1,0,0,1,0,1,0,1,0,0,-1
renegade,1,0,0,0,0,1,0,0,0,0,-1
renounce,1,0,0,0,0,1,0,0,0,0,-1
renovate,0,1,0,0,0,0,1,0,0,0,1
renovation,0,1,0,0,1,0,1,0,0,0,1
reparation,0,0,0,0,0,0,1,0,0,1,1
repay,1,1,0,0,1,0,1,0,0,1,1
repellant,0,0,1,1,0,1,0,0,0,0,-1
repellent,1,0,1,1,0,1,0,0,0,0,-1
repelling,0,0,1,0,0,1,0,0,0,0,-1
repent,0,0,0,1,0,0,1,0,0,0,1
reporter,0,0,0,0,0,0,1,0,0,1,1
repress,0,0,0,0,0,1,0,1,0,0,-1
repression,0,0,0,1,0,1,0,0,0,0,-1
reprimand,1,0,0,0,0,1,0,0,0,0,-1
reprisal,1,0,0,1,0,1,0,1,0,0,-1
reproach,1,0,1,0,0,1,0,1,0,0,-1
reproductive,0,0,0,0,1,0,1,0,0,0,1
repudiation,1,0,1,0,0,1,0,0,0,0,-1
repulsion,0,0,1,1,0,1,0,0,0,0,-1
reputable,0,0,0,0,0,0,1,0,0,1,1
rescue,0,1,0,0,1,0,1,0,1,1,1
resent,1,0,0,0,0,1,0,0,0,0,-1
resentful,1,0,0,0,0,1,0,0,0,0,-1
resentment,1,0,1,0,0,1,0,1,0,0,-1
resign,1,0,1,1,0,1,0,1,0,0,-1
resignation,0,0,0,0,0,1,0,1,1,0,-1
resigned,0,0,0,0,0,1,0,1,0,0,-1
resistance,1,0,0,0,0,1,0,0,0,0,-1
resistant,0,0,0,1,0,1,0,0,0,0,-1
resisting,1,0,0,1,0,1,0,1,0,0,-1
resources,0,0,0,0,1,0,1,0,0,1,1
respect,0,1,0,0,1,0,1,0,0,1,1
respectable,0,0,0,0,0,0,1,0,0,1,1
respectful,0,0,0,0,0,0,1,0,0,1,1
respects,0,0,0,0,0,0,1,0,0,1,1
respite,0,0,0,0,1,0,1,0,0,1,1
resplendent,0,0,0,0,1,0,1,0,0,0,1
responsible,0,0,0,0,0,0,1,0,0,1,1
responsive,0,1,0,0,0,0,1,0,0,1,1
restitution,1,0,0,0,0,0,1,0,0,0,1
restorative,0,1,0,0,1,0,1,0,0,1,1
restrain,1,0,0,1,0,1,0,0,0,0,-1
restrict,0,0,0,0,0,1,0,1,0,0,-1
restriction,1,0,0,1,0,1,0,1,0,0,-1
retaliate,1,0,0,0,0,1,0,0,0,0,-1
retaliation,1,0,0,1,0,1,0,0,0,0,-1
retaliatory,1,0,0,0,0,1,0,0,0,0,-1
retard,0,0,1,1,0,1,0,1,0,0,-1
reticent,0,0,0,1,0,1,0,0,0,0,-1
retirement,0,1,0,1,1,1,1,1,0,1,0
retract,1,0,0,0,0,1,0,0,0,0,-1
retrenchment,0,0,0,1,0,1,0,0,0,0,-1
retribution,1,0,0,1,0,1,0,1,0,0,-1
reunion,0,1,0,0,0,0,1,0,0,1,1
revel,0,0,0,0,1,0,1,0,0,0,1
revels,0,0,0,0,1,0,1,0,0,0,1
revenge,1,1,0,1,0,1,0,0,1,0,-1
revere,0,1,0,0,1,0,1,0,0,1,1
reverence,0,0,0,0,1,0,1,0,0,1,1
reverend,0,0,0,0,1,0,1,0,0,0,1
reverie,0,0,0,0,1,0,1,0,0,1,1
reversal,1,0,1,0,0,1,0,0,1,0,-1
revival,0,1,0,0,1,0,1,0,0,1,1
revive,0,1,0,0,0,1,1,0,0,0,0
revoke,1,0,1,1,0,1,0,1,0,0,-1
revolt,1,0,0,0,0,1,0,0,1,0,-1
revolting,1,0,1,1,0,1,0,0,0,0,-1
revolution,1,1,0,1,0,1,1,1,1,0,0
revolver,1,0,0,1,0,1,0,1,0,0,-1
revulsion,1,0,1,1,0,1,0,0,0,0,-1
reward,0,1,0,0,1,0,1,0,1,1,1
rheumatism,1,0,0,1,0,1,0,1,0,0,-1
rhythmical,0,0,0,0,1,0,1,0,1,0,1
ribbon,1,1,0,0,1,0,1,0,0,0,1
ridicule,1,0,1,0,0,1,0,1,0,0,-1
ridiculous,1,0,1,0,0,1,0,0,0,0,-1
rifle,1,0,0,1,0,1,0,0,0,0,-1
rigor,0,0,1,1,0,1,0,0,0,0,-1
ringer,1,0,0,0,0,1,0,0,0,0,-1
riot,1,0,0,1,0,1,0,0,0,0,-1
riotous,1,0,0,1,0,1,0,0,1,0,-1
ripen,0,1,0,0,0,0,1,0,0,0,1
rising,0,1,0,0,1,0,1,0,0,0,1
risk,0,1,0,1,0,1,0,0,0,0,-1
risky,0,1,0,1,0,1,0,0,0,0,-1
rivalry,1,0,0,0,0,1,0,0,0,0,-1
roadster,0,0,0,0,1,0,1,0,0,1,1
rob,1,0,1,1,0,1,0,1,0,0,-1
robber,0,0,1,1,0,1,0,0,0,0,-1
robbery,1,0,1,1,0,1,0,1,0,0,-1
rod,0,0,0,1,0,0,1,0,0,1,1
rogue,0,0,1,0,0,1,0,0,0,0,-1
rollicking,0,0,0,0,1,0,1,0,0,0,1
romance,0,1,0,1,1,0,1,1,1,1,1
romantic,0,1,0,0,1,0,1,0,0,1,1
romanticism,0,0,0,0,1,0,1,0,0,0,1
romp,0,0,0,0,1,0,1,0,0,0,1
rook,1,0,1,0,0,1,0,0,0,0,-1
rooted,0,0,0,0,0,0,1,0,0,1,1
rot,0,0,1,1,0,1,0,1,0,0,-1
rota,0,0,0,0,0,0,1,0,0,1,1
rotting,0,0,1,0,0,1,0,0,0,0,-1
routine,0,0,0,0,0,0,1,0,0,1,1
row,1,0,0,0,0,1,0,0,0,0,-1
rubbish,0,0,1,0,0,1,0,0,0,0,-1
rubble,0,0,0,1,0,1,0,1,0,0,-1
rue,0,0,0,0,0,1,0,1,0,0,-1
ruin,0,0,0,1,0,1,0,1,0,0,-1
ruined,1,0,1,1,0,1,0,1,0,0,-1
ruinous,1,0,1,1,0,1,0,1,0,0,-1
rule,0,0,0,1,0,0,0,0,0,1,0
rumor,0,0,0,0,0,1,0,1,0,0,-1
runaway,0,0,0,0,0,1,0,1,0,0,-1
rupture,0,0,0,1,0,1,0,1,1,0,-1
ruthless,1,0,1,1,0,1,0,0,0,0,-1
saber,1,0,0,1,0,1,0,0,0,0,-1
sabotage,1,0,1,1,0,1,0,1,1,0,-1
sacrifices,0,0,1,1,0,1,0,1,0,0,-1
sadly,0,0,0,0,0,1,0,1,0,0,-1
sadness,0,0,0,0,0,1,0,1,0,1,-1
safe,0,0,0,0,1,0,1,0,0,1,1
safeguard,0,0,0,0,0,0,1,0,0,1,1
sag,0,0,0,1,0,1,0,0,0,0,-1
sage,0,0,0,0,0,0,1,0,0,1,1
saint,0,1,0,0,1,0,1,0,1,1,1
saintly,0,1,0,0,1,0,1,0,1,1,1
salary,0,1,0,0,1,0,1,0,0,1,1
salutary,0,0,0,0,1,0,1,0,0,1,1
salute,0,0,0,0,1,0,1,0,0,0,1
salvation,0,1,0,0,1,0,1,0,0,1,1
samurai,0,0,0,1,0,0,1,0,0,0,1
sanctification,0,0,0,0,1,0,1,0,0,1,1
sanctify,0,1,0,0,1,0,1,1,1,1,1
sanctuary,0,1,0,0,1,0,1,0,0,1,1
sap,0,0,0,0,0,1,0,1,0,0,-1
sarcasm,1,0,1,0,0,1,0,1,0,0,-1
sarcoma,0,0,0,1,0,1,0,1,0,0,-1
satanic,1,0,0,0,0,1,0,0,0,0,-1
satisfied,0,0,0,0,1,0,1,0,0,0,1
saturated,0,0,1,0,0,1,0,0,0,0,-1
savage,1,0,0,1,0,1,0,0,0,0,-1
savagery,1,0,0,1,0,1,0,0,0,0,-1
save,0,0,0,0,1,0,1,0,0,1,1
savor,0,1,1,0,1,0,1,1,0,1,1
scaffold,0,0,0,1,0,1,0,0,0,0,-1
scalpel,0,0,0,1,0,1,0,0,0,0,-1
scandal,0,0,0,1,0,1,0,0,0,0,-1
scandalous,1,0,0,0,0,1,0,0,0,0,-1
scapegoat,1,0,0,1,0,1,0,0,0,0,-1
scar,1,0,1,1,0,1,0,1,0,0,-1
scarce,0,0,0,1,0,1,0,1,0,0,-1
scarcely,0,0,0,0,0,1,0,1,0,0,-1
scarcity,1,0,0,1,0,1,0,1,0,0,-1
scare,1,1,0,1,0,1,0,0,1,0,-1
scarecrow,0,0,0,1,0,1,1,0,0,0,0
schism,1,0,0,0,0,1,0,0,0,0,-1
schizophrenia,1,0,1,1,0,1,0,1,0,0,-1
scholarship,0,0,0,0,1,0,1,0,0,0,1
scientific,0,0,0,0,0,0,1,0,0,1,1
scientist,0,1,0,0,0,0,1,0,0,1,1
scoff,1,0,1,0,0,1,0,0,0,0,-1
scold,1,0,1,1,0,1,0,1,0,0,-1
scolding,1,0,0,0,0,1,0,0,0,0,-1
scorching,1,0,0,0,0,1,0,0,0,0,-1
score,0,1,0,0,1,0,1,0,1,0,1
scorn,1,0,0,0,0,1,0,0,0,0,-1
scorpion,1,0,1,1,0,1,0,0,1,0,-1
scoundrel,1,0,1,1,0,1,0,0,0,1,-1
scourge,1,0,0,1,0,1,0,1,0,0,-1
scrapie,1,0,0,1,0,1,0,1,0,0,-1
scream,1,0,1,1,0,1,0,0,1,0,-1
screaming,1,0,1,1,0,1,0,0,0,0,-1
screech,0,0,0,1,0,1,0,0,1,0,-1
screwed,1,0,0,0,0,1,0,0,0,0,-1
scrimmage,0,0,0,0,0,1,0,0,1,0,-1
scrub,0,0,1,0,0,1,0,0,0,0,-1
scrutinize,0,1,0,0,0,1,0,0,0,0,-1
scum,0,0,1,0,0,1,0,0,0,0,-1
seal,0,0,0,0,0,0,1,0,0,1,1
secluded,0,0,0,0,0,1,0,1,0,0,-1
seclusion,0,0,0,1,0,1,1,0,0,0,0
secrecy,0,0,0,0,0,0,0,0,1,1,0
secretion,0,0,1,0,0,1,0,0,0,0,-1
sectarian,1,0,0,1,0,1,0,0,0,0,-1
sedition,1,0,0,0,0,1,0,1,0,0,-1
segregate,1,0,1,0,0,1,0,1,0,0,-1
seize,0,0,0,1,0,1,0,0,0,0,-1
selfish,1,0,1,0,0,1,0,0,0,0,-1
senile,0,0,0,1,0,1,0,1,0,0,-1
seniority,0,0,0,0,0,0,1,0,0,1,1
sensational,0,0,0,0,1,0,1,0,0,0,1
senseless,1,0,1,1,0,1,0,1,1,0,-1
sensual,0,1,0,0,1,1,1,0,1,1,0
sensuality,0,1,0,0,1,0,1,0,0,0,1
sensuous,0,0,0,0,1,0,1,0,0,0,1
sentence,1,1,1,1,0,1,0,1,0,0,-1
sentinel,0,0,0,0,0,0,1,0,0,1,1
separatist,1,0,1,0,0,1,0,0,0,0,-1
sepsis,0,0,0,1,0,1,0,1,0,0,-1
septic,0,0,1,0,0,1,0,0,0,0,-1
sequestration,0,0,0,0,0,1,0,1,0,0,-1
serene,0,0,0,0,0,1,0,0,0,1,-1
serenity,0,1,0,0,1,0,1,0,0,1,1
seriousness,0,0,0,1,0,0,0,1,0,0,0
sermon,0,0,0,0,0,0,1,0,0,1,1
serpent,0,0,1,1,0,1,0,0,0,0,-1
servant,0,0,0,0,0,1,0,0,0,1,-1
serve,0,0,0,0,0,1,0,0,0,1,-1
servile,0,0,1,1,0,1,0,1,0,0,-1
setback,0,0,0,0,0,1,0,1,0,0,-1
settlor,0,0,0,1,0,0,1,0,0,0,1
sewage,0,0,1,0,0,1,0,0,0,0,-1
sewerage,0,0,1,0,0,1,0,0,0,0,-1
sex,0,1,0,0,1,0,1,0,0,1,1
shabby,0,0,1,0,0,1,0,0,0,0,-1
shack,0,0,1,0,0,1,0,1,0,0,-1
shackle,1,1,1,1,0,1,0,1,0,0,-1
shady,0,0,0,1,0,1,0,0,0,0,-1
shaking,0,0,0,1,0,1,0,0,0,0,-1
shaky,1,1,0,1,0,1,0,0,0,0,-1
sham,1,0,1,0,0,1,0,0,0,0,-1
shame,0,0,1,1,0,1,0,1,0,0,-1
shameful,0,0,0,0,0,1,0,1,0,0,-1
shameless,0,0,1,0,0,1,0,0,0,0,-1
shanghai,0,0,1,1,0,1,0,0,0,0,-1
share,0,1,0,0,1,0,1,0,0,1,1
sharpen,1,1,0,0,0,0,0,0,0,0,0
shatter,1,0,0,1,0,1,0,1,1,0,-1
shattered,0,0,0,0,0,1,0,1,0,0,-1
shell,1,0,0,1,0,1,0,1,1,0,-1
shelter,0,0,0,0,0,0,1,0,0,1,1
shepherd,0,0,0,0,0,0,1,0,0,1,1
shining,0,1,0,0,1,0,1,0,0,0,1
shipwreck,0,0,0,1,0,1,0,1,0,0,-1
shit,1,0,1,0,0,1,0,0,0,0,-1
shiver,1,1,0,1,0,1,0,1,0,0,-1
shock,1,0,0,1,0,1,0,0,1,0,-1
shoddy,1,0,1,0,0,1,0,0,0,0,-1
shoot,1,0,0,1,0,1,0,0,0,0,-1
shooting,1,0,0,1,0,1,0,0,0,0,-1
shoplifting,1,0,1,0,0,1,0,0,0,0,-1
shopping,0,1,0,0,1,0,1,0,1,1,1
shortage,1,0,0,1,0,1,0,1,0,0,-1
shot,1,0,0,1,0,1,0,1,1,0,-1
shoulder,0,0,0,0,0,0,1,0,0,1,1
shout,1,0,0,0,0,0,0,0,1,0,0
shove,1,0,0,0,0,1,0,0,0,0,-1
shriek,1,0,0,1,0,1,0,1,1,0,-1
shrill,1,0,0,1,0,1,0,0,1,0,-1
shrink,0,0,0,1,0,1,0,1,0,0,-1
shudder,0,0,0,1,0,1,0,0,0,0,-1
shun,1,0,1,0,0,1,0,1,0,0,-1
sick,0,0,1,0,0,1,0,1,0,0,-1
sickening,1,0,1,1,0,1,0,1,0,0,-1
sickly,0,0,1,0,0,1,0,1,0,0,-1
sickness,0,0,1,1,0,1,0,1,0,0,-1
silly,0,0,0,0,1,1,0,0,0,0,-1
simmer,1,1,0,0,0,0,0,0,0,0,0
simplify,0,1,0,0,1,0,1,0,1,1,1
sin,1,0,1,1,0,1,0,1,0,0,-1
sincere,0,0,0,0,0,0,1,0,0,1,1
sinful,1,0,1,1,0,1,0,1,0,0,-1
sing,0,1,0,0,1,0,1,1,0,1,1
sinister,1,0,1,1,0,1,0,0,0,0,-1
sinner,1,0,1,1,0,1,0,1,0,0,-1
sinning,0,0,1,0,0,1,0,0,0,0,-1
sir,0,0,0,0,0,0,1,0,0,1,1
siren,0,0,0,1,0,1,0,0,0,0,-1
sisterhood,1,0,0,0,0,0,1,1,1,1,1
skewed,1,1,0,0,0,1,0,0,0,0,-1
skid,1,0,0,1,0,1,0,1,0,0,-1
skillful,0,0,0,0,0,0,1,0,0,1,1
skirmish,1,0,0,0,0,1,0,0,0,0,-1
slam,1,0,0,1,0,1,0,0,1,0,-1
slander,1,0,1,0,0,1,0,0,0,0,-1
slap,1,0,0,0,0,1,0,0,1,0,-1
slaughter,1,0,1,1,0,1,0,1,1,0,-1
slaughterhouse,1,0,1,1,0,1,0,1,0,0,-1
slaughtering,1,0,1,1,0,1,0,1,1,0,-1
slave,1,0,0,1,0,1,0,1,0,0,-1
slavery,1,0,1,1,0,1,0,1,0,0,-1
slay,1,0,0,0,0,1,0,0,0,0,-1
slayer,1,0,1,1,0,1,0,1,1,0,-1
slimy,0,0,1,0,0,1,0,0,0,0,-1
slip,0,0,0,0,0,1,0,0,1,0,-1
slop,0,0,1,0,0,1,0,0,0,0,-1
sloppy,0,0,1,0,0,1,0,0,0,0,-1
sloth,0,0,1,0,0,1,0,0,0,0,-1
sludge,0,0,1,0,0,1,0,0,0,0,-1
slug,0,0,1,0,0,1,0,0,0,0,-1
sluggish,0,0,0,0,0,1,0,1,0,0,-1
slum,0,0,1,0,0,1,0,0,0,0,-1
slump,0,0,0,0,0,1,0,1,0,0,-1
slur,1,0,1,0,0,1,0,1,0,0,-1
slush,0,0,1,0,0,1,0,0,1,0,-1
slut,1,0,1,0,0,1,0,0,0,0,-1
sly,1,0,1,1,0,1,0,0,0,0,-1
smack,1,0,0,0,0,1,0,0,0,0,-1
smash,1,0,0,1,0,1,0,0,0,0,-1
smell,1,0,1,0,0,1,0,0,0,0,-1
smelling,0,0,1,0,0,1,0,0,0,0,-1
smile,0,0,0,0,1,0,1,0,1,1,1
smiling,0,0,0,0,1,0,1,0,0,0,1
smite,1,0,0,1,0,1,0,1,0,0,-1
smother,1,0,0,0,0,1,0,0,0,0,-1
smuggle,0,0,0,1,0,1,0,0,0,0,-1
smuggler,1,0,1,1,0,1,0,0,0,0,-1
smut,0,0,1,1,0,1,0,0,0,0,-1
snag,0,0,0,0,0,1,0,0,1,0,-1
snake,0,0,1,1,0,1,0,0,0,0,-1
snare,0,0,0,1,0,1,0,0,0,0,-1
snarl,1,0,1,0,0,1,0,0,0,0,-1
snarling,1,0,0,0,0,1,0,0,0,0,-1
sneak,1,0,0,1,0,1,0,0,1,0,-1
sneaking,0,1,0,1,0,1,0,0,0,1,-1
sneer,1,0,1,0,0,1,0,0,0,0,-1
sneeze,0,0,1,0,0,1,0,0,1,0,-1
sob,0,0,0,0,0,1,0,1,0,0,-1
sobriety,0,0,0,0,0,0,1,0,0,1,1
socialism,0,0,1,1,0,0,0,0,0,0,0
socialist,1,0,1,1,0,1,0,1,0,0,-1
soil,0,0,1,0,0,1,0,0,0,0,-1
soiled,0,0,1,0,0,1,0,0,0,0,-1
soldier,1,0,0,0,0,0,1,1,0,0,1
solidity,0,0,0,0,0,0,1,0,0,1,1
somatic,0,0,0,0,0,1,0,0,1,0,-1
somber,0,0,0,0,0,1,0,1,0,0,-1
sonar,0,1,0,0,0,0,1,0,0,0,1
sonnet,0,0,0,0,1,0,1,1,0,0,1
sonorous,0,0,0,0,1,0,1,0,0,0,1
soot,0,0,1,0,0,1,0,0,0,0,-1
soothing,0,0,0,0,1,0,1,0,0,1,1
sorcery,0,1,0,1,0,1,0,0,1,0,-1
sordid,1,0,1,1,0,1,0,1,0,0,-1
sore,1,0,0,0,0,1,0,1,0,0,-1
sorely,0,0,0,0,0,1,0,1,0,0,-1
soreness,0,0,1,0,0,1,0,1,0,0,-1
sorrow,0,0,0,1,0,1,0,1,0,0,-1
sorrowful,0,0,0,0,0,1,0,1,0,0,-1
sortie,0,0,0,1,0,1,0,0,0,0,-1
soulless,0,0,1,1,0,1,0,1,0,0,-1
soulmate,0,0,0,1,0,1,0,0,0,0,-1
soundness,0,1,0,0,1,0,1,0,0,1,1
sour,0,0,1,0,0,1,0,0,0,0,-1
spa,0,1,0,0,1,0,1,0,1,1,1
spaniel,0,0,0,0,1,0,1,0,0,1,1
spank,1,0,0,1,0,1,0,1,0,0,-1
sparkle,0,1,0,0,1,0,1,0,1,0,1
spasm,0,0,0,1,0,1,0,0,0,0,-1
spat,1,0,0,0,0,1,0,0,0,0,-1
spear,1,1,0,1,0,1,0,0,0,0,-1
special,0,0,0,0,1,0,1,0,0,0,1
speck,0,0,1,0,0,1,0,0,0,0,-1
spectacle,0,0,0,0,0,1,1,0,0,0,0
spectacular,0,1,0,0,0,0,0,0,1,0,0
specter,0,0,0,1,0,1,0,1,0,0,-1
speculation,0,0,0,1,0,1,0,1,0,0,-1
spider,0,0,1,1,0,0,0,0,0,0,0
spine,1,0,0,0,0,1,1,0,0,0,0
spinster,0,0,0,1,0,1,0,1,0,0,-1
spirits,0,1,0,0,1,0,1,0,1,0,1
spite,1,0,0,0,0,1,0,0,0,0,-1
spiteful,1,0,0,0,0,1,0,0,0,0,-1
splendid,0,0,0,0,1,0,1,0,1,0,1
splendor,0,1,0,0,1,0,1,0,1,0,1
splitting,0,0,0,0,0,1,0,1,0,0,-1
spoil,0,0,1,0,0,1,0,0,0,0,-1
spoiler,0,0,0,0,0,1,0,1,0,0,-1
sponsor,0,0,0,0,0,0,1,0,0,1,1
spook,0,0,0,1,0,1,0,0,0,0,-1
spotless,0,0,0,0,0,0,1,0,0,1,1
spouse,0,0,0,0,1,0,1,0,0,1,1
sprain,0,0,0,0,0,1,0,1,0,0,-1
sprite,0,0,0,1,0,1,0,0,0,0,-1
spurious,0,0,1,0,0,1,0,0,0,0,-1
squall,0,0,0,1,0,1,0,1,0,0,-1
squeamish,0,0,1,1,0,1,0,0,0,0,-1
squelch,1,0,1,0,0,1,0,0,0,0,-1
